Bo_gene	subgenome	At_gene
Bo5g022310	LF	AT1G16970
Bo5g022320	LF	AT1G16980
Bo5g022350	LF	AT1G17010
Bo5g022360	LF	AT1G17030
Bo5g022370	LF	AT1G17040
Bo5g022380	LF	AT1G17050
Bo5g023410	LF	AT1G17050
Bo5g023420	LF	AT1G17060
Bo5g023450	LF	AT1G17090
Bo5g023460	LF	AT1G17110
Bo5g023470	LF	AT1G17130
Bo5g023480	LF	AT1G17140
Bo5g023510	LF	AT1G17145
Bo5g023520	LF	AT1G17147
Bo5g023530	LF	AT1G17150
Bo5g023540	LF	AT1G17160
Bo5g023580	LF	AT1G17200
Bo5g023590	LF	AT1G17210
Bo5g023600	LF	AT1G17220
Bo5g023610	LF	AT1G17230
Bo5g023630	LF	AT1G17280
Bo5g023660	LF	AT1G17285
Bo5g023670	LF	AT1G17290
Bo5g023680	LF	AT1G17330
Bo5g023690	LF	AT1G17340
Bo5g023700	LF	AT1G17345
Bo5g023750	LF	AT1G17350
Bo5g023760	LF	AT1G17360
Bo5g023780	LF	AT1G17380
Bo5g023800	LF	AT1G17440
Bo5g023820	LF	AT1G17470
Bo5g023830	LF	AT1G17480
Bo5g023840	LF	AT1G17490
Bo5g023860	LF	AT1G17520
Bo5g023870	LF	AT1G17530
Bo5g023880	LF	AT1G17540
Bo5g023890	LF	AT1G17545
Bo5g023900	LF	AT1G17560
Bo5g023910	LF	AT1G17600
Bo5g023920	LF	AT1G17620
Bo5g023930	LF	AT1G17630
Bo5g023940	LF	AT1G17640
Bo5g024000	LF	AT1G17680
Bo5g024010	LF	AT1G17700
Bo5g024020	LF	AT1G17710
Bo5g024030	LF	AT1G17720
Bo5g024040	LF	AT1G17750
Bo5g025640	LF	AT1G17750
Bo00831s130	LF	AT1G17790
Bo00831s120	LF	AT1G17820
Bo00831s110	LF	AT1G17830
Bo00831s090	LF	AT1G17840
Bo00831s080	LF	AT1G17870
Bo00831s050	LF	AT1G17920
Bo00831s040	LF	AT1G17930
Bo00831s030	LF	AT1G17940
Bo5g025050	LF	AT1G18030
Bo5g025070	LF	AT1G18080
Bo5g025100	LF	AT1G18100
Bo5g025110	LF	AT1G18150
Bo5g025140	LF	AT1G18160
Bo5g025150	LF	AT1G18180
Bo5g025170	LF	AT1G18210
Bo5g025210	LF	AT1G18250
Bo5g025220	LF	AT1G18260
Bo5g025230	LF	AT1G18265
Bo5g025240	LF	AT1G18270
Bo5g025250	LF	AT1G18280
Bo5g025260	LF	AT1G18290
Bo5g025270	LF	AT1G18300
Bo5g025280	LF	AT1G18310
Bo5g025310	LF	AT1G18330
Bo5g025330	LF	AT1G18370
Bo5g025400	LF	AT1G18370
Bo5g025340	LF	AT1G18390
Bo5g025360	LF	AT1G18400
Bo5g025460	LF	AT1G18470
Bo5g025500	LF	AT1G18490
Bo5g025510	LF	AT1G18500
Bo5g025520	LF	AT1G18510
Bo5g025530	LF	AT1G18520
Bo5g025540	LF	AT1G18530
Bo5g025570	LF	AT1G18570
Bo5g025600	LF	AT1G18580
Bo5g025610	LF	AT1G18590
Bo5g025620	LF	AT1G18600
Bo5g025630	LF	AT1G18610
Bo5g025700	LF	AT1G18690
Bo5g025730	LF	AT1G18710
Bo5g025790	LF	AT1G18710
Bo5g025820	LF	AT1G18730
Bo5g025860	LF	AT1G18800
Bo5g025870	LF	AT1G18810
Bo5g025880	LF	AT1G18835
Bo5g025910	LF	AT1G18840
Bo5g025920	LF	AT1G18850
Bo5g026960	LF	AT1G18890
Bo5g026970	LF	AT1G18900
Bo5g026980	LF	AT1G18940
Bo5g026990	LF	AT1G18950
Bo5g027000	LF	AT1G18970
Bo5g027010	LF	AT1G18990
Bo5g027030	LF	AT1G19020
Bo5g027070	LF	AT1G19050
Bo5g027120	LF	AT1G19090
Bo5g027130	LF	AT1G19100
Bo5g027140	LF	AT1G19110
Bo5g027160	LF	AT1G19140
Bo5g027190	LF	AT1G19200
Bo5g027260	LF	AT1G19230
Bo5g027280	LF	AT1G19240
Bo5g027290	LF	AT1G19250
Bo5g027320	LF	AT1G19270
Bo5g027330	LF	AT1G19300
Bo5g027340	LF	AT1G19310
Bo5g027370	LF	AT1G19330
Bo5g027400	LF	AT1G19340
Bo5g027410	LF	AT1G19350
Bo5g027420	LF	AT1G19360
Bo5g027430	LF	AT1G19370
Bo5g027460	LF	AT1G19430
Bo5g027470	LF	AT1G19440
Bo5g027480	LF	AT1G19450
Bo5g027490	LF	AT1G19480
Bo5g027500	LF	AT1G19485
Bo5g027510	LF	AT1G19490
Bo5g027590	LF	AT1G19520
Bo5g027600	LF	AT1G19530
Bo5g027610	LF	AT1G19540
Bo5g027620	LF	AT1G19580
Bo5g027630	LF	AT1G19600
Bo5g027650	LF	AT1G19640
Bo5g027670	LF	AT1G19670
Bo5g027680	LF	AT1G19690
Bo5g027690	LF	AT1G19700
Bo5g027710	LF	AT1G19730
Bo5g027720	LF	AT1G19740
Bo5g027760	LF	AT1G19790
Bo5g027790	LF	AT1G19830
Bo5g027800	LF	AT1G19835
Bo5g027860	LF	AT1G19840
Bo5g027930	LF	AT1G19850
Bo5g027940	LF	AT1G19860
Bo5g027970	LF	AT1G19870
Bo5g028010	LF	AT1G19880
Bo5g029040	LF	AT1G19900
Bo5g029060	LF	AT1G19910
Bo5g029080	LF	AT1G19950
Bo5g029100	LF	AT1G19970
Bo5g029110	LF	AT1G19990
Bo5g029120	LF	AT1G20050
Bo5g029130	LF	AT1G20065
Bo5g029140	LF	AT1G20070
Bo5g029160	LF	AT1G20100
Bo5g029170	LF	AT1G20110
Bo5g029180	LF	AT1G20120
Bo5g050590	LF	AT1G20190
Bo5g050610	LF	AT1G20225
Bo5g050620	LF	AT1G20230
Bo5g050630	LF	AT1G20260
Bo5g050640	LF	AT1G20270
Bo5g050680	LF	AT1G20300
Bo5g030190	LF	AT1G20340
Bo5g030210	LF	AT1G20370
Bo5g030250	LF	AT1G20380
Bo5g030260	LF	AT1G20410
Bo5g030290	LF	AT1G20440
Bo5g030300	LF	AT1G20460
Bo5g030310	LF	AT1G20470
Bo5g030390	LF	AT1G20540
Bo5g030400	LF	AT1G20550
Bo5g030410	LF	AT1G20560
Bo5g030420	LF	AT1G20575
Bo5g030430	LF	AT1G20580
Bo5g030440	LF	AT1G20590
Bo5g030460	LF	AT1G20590
Bo5g030500	LF	AT1G20620
Bo5g030540	LF	AT1G20640
Bo5g030550	LF	AT1G20650
Bo5g030560	LF	AT1G20670
Bo5g030590	LF	AT1G20700
Bo5g030610	LF	AT1G20720
Bo5g030670	LF	AT1G20823
Bo5g030680	LF	AT1G20830
Bo5g030690	LF	AT1G20840
Bo5g030700	LF	AT1G20850
Bo5g030710	LF	AT1G20850
Bo5g030730	LF	AT1G20860
Bo5g030740	LF	AT1G20860
Bo5g030760	LF	AT1G20870
Bo5g030800	LF	AT1G20880
Bo5g030810	LF	AT1G20890
Bo5g030820	LF	AT1G20900
Bo5g030830	LF	AT1G20910
Bo5g030840	LF	AT1G20920
Bo5g030850	LF	AT1G20925
Bo5g030860	LF	AT1G20930
Bo5g030890	LF	AT1G20950
Bo5g030900	LF	AT1G20960
Bo5g030910	LF	AT1G20960
Bo5g030920	LF	AT1G20970
Bo5g030930	LF	AT1G20980
Bo5g030940	LF	AT1G20990
Bo5g030950	LF	AT1G21000
Bo5g030960	LF	AT1G21010
Bo5g031990	LF	AT1G21050
Bo5g032010	LF	AT1G21070
Bo5g032020	LF	AT1G21080
Bo5g032030	LF	AT1G21090
Bo5g033050	LF	AT1G21140
Bo5g033060	LF	AT1G21170
Bo5g033090	LF	AT1G21200
Bo5g034180	LF	AT1G21280
Bo5g034220	LF	AT1G21310
Bo5g034230	LF	AT1G21320
Bo5g034260	LF	AT1G21340
Bo5g034270	LF	AT1G21350
Bo5g034300	LF	AT1G21380
Bo5g034310	LF	AT1G21390
Bo5g034330	LF	AT1G21400
Bo5g034340	LF	AT1G21430
Bo5g034350	LF	AT1G21440
Bo5g034360	LF	AT1G21450
Bo5g034370	LF	AT1G21460
Bo5g034380	LF	AT1G21480
Bo5g034390	LF	AT1G21500
Bo5g034440	LF	AT1G21500
Bo5g034450	LF	AT1G21500
Bo5g034460	LF	AT1G21510
Bo5g034530	LF	AT1G21528
Bo5g034540	LF	AT1G21530
Bo5g034570	LF	AT1G21550
Bo5g034580	LF	AT1G21560
Bo5g034590	LF	AT1G21580
Bo5g034600	LF	AT1G21590
Bo5g034610	LF	AT1G21600
Bo5g034620	LF	AT1G21630
Bo5g034630	LF	AT1G21640
Bo5g034640	LF	AT1G21650
Bo5g034660	LF	AT1G21660
Bo5g034670	LF	AT1G21670
Bo5g034700	LF	AT1G21690
Bo5g034710	LF	AT1G21695
Bo5g034720	LF	AT1G21700
Bo5g034760	LF	AT1G21730
Bo5g034770	LF	AT1G21740
Bo5g034780	LF	AT1G21750
Bo5g034790	LF	AT1G21760
Bo5g034800	LF	AT1G21770
Bo5g034810	LF	AT1G21780
Bo5g034820	LF	AT1G21790
Bo5g034830	LF	AT1G21830
Bo5g034850	LF	AT1G21880
Bo5g034860	LF	AT1G21890
Bo5g034870	LF	AT1G21900
Bo5g034880	LF	AT1G21910
Bo5g035080	LF	AT1G22015
Bo5g035090	LF	AT1G22020
Bo5g035110	LF	AT1G22030
Bo5g035120	LF	AT1G22040
Bo5g035130	LF	AT1G22050
Bo5g035140	LF	AT1G22060
Bo5g035160	LF	AT1G22065
Bo5g035170	LF	AT1G22070
Bo5g035230	LF	AT1G22120
Bo5g035250	LF	AT1G22130
Bo5g035260	LF	AT1G22150
Bo5g035270	LF	AT1G22160
Bo5g035280	LF	AT1G22180
Bo5g037400	LF	AT1G22190
Bo5g037410	LF	AT1G22200
Bo5g037420	LF	AT1G22220
Bo5g037430	LF	AT1G22230
Bo5g037440	LF	AT1G22240
Bo5g037460	LF	AT1G22250
Bo5g037470	LF	AT1G22270
Bo5g037480	LF	AT1G22280
Bo5g037490	LF	AT1G22290
Bo5g037510	LF	AT1G22330
Bo5g036300	LF	AT1G22410
Bo5g038520	LF	AT1G22430
Bo5g038530	LF	AT1G22450
Bo5g038540	LF	AT1G22460
Bo5g038550	LF	AT1G22470
Bo5g038560	LF	AT1G22480
Bo5g038570	LF	AT1G22490
Bo5g038610	LF	AT1G22500
Bo5g038630	LF	AT1G22530
Bo5g038650	LF	AT1G22540
Bo5g038690	LF	AT1G22590
Bo5g038700	LF	AT1G22610
Bo5g038720	LF	AT1G22640
Bo5g038740	LF	AT1G22650
Bo5g038760	LF	AT1G22660
Bo5g038770	LF	AT1G22670
Bo5g038780	LF	AT1G22700
Bo5g038790	LF	AT1G22710
Bo5g038830	LF	AT1G22730
Bo5g038840	LF	AT1G22750
Bo5g038860	LF	AT1G22770
Bo5g038870	LF	AT1G22790
Bo5g038880	LF	AT1G22800
Bo5g038890	LF	AT1G22810
Bo5g038900	LF	AT1G22830
Bo5g038910	LF	AT1G22840
Bo5g038920	LF	AT1G22850
Bo5g038960	LF	AT1G22882
Bo5g039000	LF	AT1G22900
Bo5g039020	LF	AT1G22910
Bo5g039030	LF	AT1G22920
Bo5g039040	LF	AT1G22930
Bo5g039050	LF	AT1G22940
Bo5g039060	LF	AT1G22950
Bo5g039070	LF	AT1G22960
Bo5g039160	LF	AT1G22960
Bo5g039170	LF	AT1G22970
Bo5g039200	LF	AT1G23030
Bo5g039210	LF	AT1G23040
Bo5g039230	LF	AT1G23050
Bo5g039240	LF	AT1G23090
Bo5g039260	LF	AT1G23100
Bo5g039280	LF	AT1G23140
Bo5g039290	LF	AT1G23150
Bo5g039300	LF	AT1G23170
Bo5g039310	LF	AT1G23190
Bo5g039320	LF	AT1G23200
Bo5g039330	LF	AT1G23205
Bo5g039340	LF	AT1G23210
Bo5g039350	LF	AT1G23220
Bo5g039360	LF	AT1G23230
Bo5g039370	LF	AT1G23260
Bo5g039380	LF	AT1G23270
Bo5g039390	LF	AT1G23290
Bo5g039420	LF	AT1G23310
Bo5g039430	LF	AT1G23320
Bo5g039500	LF	AT1G23330
Bo5g039510	LF	AT1G23340
Bo5g039520	LF	AT1G23350
Bo5g039530	LF	AT1G23380
Bo5g039540	LF	AT1G23380
Bo5g039550	LF	AT1G23390
Bo5g039560	LF	AT1G23400
Bo5g039570	LF	AT1G23410
Bo5g039580	LF	AT1G23420
Bo5g039640	LF	AT1G23480
Bo5g039700	LF	AT1G23530
Bo5g039710	LF	AT1G23540
Bo5g039720	LF	AT1G23550
Bo5g039750	LF	AT1G23710
Bo5g039800	LF	AT1G23730
Bo5g039810	LF	AT1G23750
Bo5g039820	LF	AT1G23790
Bo5g039830	LF	AT1G23800
Bo5g039840	LF	AT1G23820
Bo5g039850	LF	AT1G23830
Bo5g039910	LF	AT1G23860
Bo5g039940	LF	AT1G23900
Bo5g039950	LF	AT1G23980
Bo5g040950	LF	AT1G24000
Bo5g041050	LF	AT1G24040
Bo5g041080	LF	AT1G24100
Bo5g041090	LF	AT1G24110
Bo5g041100	LF	AT1G24120
Bo5g041110	LF	AT1G24130
Bo5g041130	LF	AT1G24140
Bo5g041160	LF	AT1G24150
Bo5g041180	LF	AT1G24160
Bo5g041190	LF	AT1G24170
Bo5g041200	LF	AT1G24180
Bo5g051910	LF	AT1G24260
Bo5g051870	LF	AT1G24270
Bo5g051860	LF	AT1G24350
Bo5g051850	LF	AT1G24360
Bo5g051840	LF	AT1G24400
Bo5g051830	LF	AT1G24420
Bo5g051820	LF	AT1G24420
Bo5g051810	LF	AT1G24440
Bo5g051800	LF	AT1G24450
Bo5g051790	LF	AT1G24460
Bo5g051780	LF	AT1G24470
Bo5g043860	LF	AT1G24490
Bo5g043850	LF	AT1G24510
Bo5g043840	LF	AT1G24520
Bo5g043830	LF	AT1G24530
Bo5g043790	LF	AT1G24540
Bo5g043770	LF	AT1G24560
Bo5g043730	LF	AT1G24570
Bo5g043720	LF	AT1G24575
Bo5g043710	LF	AT1G24600
Bo5g043680	LF	AT1G24610
Bo5g043670	LF	AT1G24620
Bo5g043640	LF	AT1G24706
Bo5g043630	LF	AT1G24764
Bo5g043600	LF	AT1G25240
Bo5g043540	LF	AT1G25250
Bo5g043530	LF	AT1G25260
Bo5g043450	LF	AT1G25270
Bo5g043460	LF	AT1G25270
Bo5g043440	LF	AT1G25275
Bo5g043430	LF	AT1G25280
Bo5g043400	LF	AT1G25320
Bo5g043390	LF	AT1G25340
Bo5g043380	LF	AT1G25350
Bo5g043370	LF	AT1G25370
Bo5g043360	LF	AT1G25375
Bo5g043350	LF	AT1G25380
Bo5g043300	LF	AT1G25390
Bo5g043280	LF	AT1G25422
Bo5g043270	LF	AT1G25425
Bo5g043240	LF	AT1G25440
Bo5g043230	LF	AT1G25450
Bo5g043200	LF	AT1G25460
Bo5g043180	LF	AT1G25480
Bo5g043170	LF	AT1G25490
Bo5g043160	LF	AT1G25520
Bo5g043140	LF	AT1G25540
Bo5g043120	LF	AT1G25560
Bo5g043110	LF	AT1G25570
Bo5g043090	LF	AT1G25682
Bo5g043070	LF	AT1G26120
Bo5g042970	LF	AT1G26150
Bo5g042900	LF	AT1G26270
Bo5g042890	LF	AT1G26320
Bo5g042880	LF	AT1G26330
Bo5g042870	LF	AT1G26340
Bo5g042860	LF	AT1G26370
Bo5g042840	LF	AT1G26380
Bo5g042830	LF	AT1G26440
Bo5g042790	LF	AT1G26480
Bo5g051880	LF	AT1G26510
Bo5g042780	LF	AT1G26520
Bo5g042770	LF	AT1G26550
Bo5g042720	LF	AT1G26590
Bo5g042730	LF	AT1G26600
Bo5g042710	LF	AT1G26620
Bo5g042690	LF	AT1G26640
Bo5g042680	LF	AT1G26650
Bo5g044990	LF	AT1G26690
Bo5g045000	LF	AT1G26700
Bo5g045010	LF	AT1G26700
Bo5g045030	LF	AT1G26730
Bo5g045040	LF	AT1G26740
Bo5g045050	LF	AT1G26750
Bo5g045060	LF	AT1G26760
Bo5g045070	LF	AT1G26761
Bo5g045110	LF	AT1G26780
Bo5g045130	LF	AT1G26790
Bo5g045160	LF	AT1G26830
Bo5g045170	LF	AT1G26850
Bo5g045190	LF	AT1G26870
Bo5g045210	LF	AT1G26920
Bo5g045240	LF	AT1G26930
Bo5g045270	LF	AT1G26940
Bo5g045280	LF	AT1G26945
Bo5g041560	LF	AT1G27000
Bo5g041590	LF	AT1G27040
Bo5g041470	LF	AT1G27120
Bo5g041460	LF	AT1G27130
Bo5g041430	LF	AT1G27150
Bo5g041330	LF	AT1G27190
Bo5g041320	LF	AT1G27200
Bo5g041260	LF	AT1G27210
Bo5g041240	LF	AT1G27220
Bo5g051920	LF	AT1G27300
Bo5g051940	LF	AT1G27330
Bo5g051950	LF	AT1G27340
Bo5g051970	LF	AT1G27360
Bo5g051990	LF	AT1G27380
Bo5g052000	LF	AT1G27385
Bo5g052010	LF	AT1G27390
Bo5g052070	LF	AT1G27450
Bo5g052110	LF	AT1G27520
Bo5g052120	LF	AT1G27530
Bo5g052140	LF	AT1G27620
Bo5g052150	LF	AT1G27620
Bo5g052250	LF	AT1G27680
Bo5g052290	LF	AT1G27730
Bo5g052310	LF	AT1G27740
Bo5g052320	LF	AT1G27750
Bo5g052340	LF	AT1G27760
Bo5g052350	LF	AT1G27840
Bo5g052360	LF	AT1G27850
Bo5g052370	LF	AT1G27910
Bo5g052380	LF	AT1G27920
Bo5g052440	LF	AT1G27950
Bo5g053450	LF	AT1G28130
Bo5g053490	LF	AT1G28140
Bo5g053500	LF	AT1G28150
Bo5g054550	LF	AT1G28160
Bo5g054580	LF	AT1G28190
Bo5g054660	LF	AT1G28240
Bo5g054680	LF	AT1G28250
Bo5g054690	LF	AT1G28260
Bo5g054710	LF	AT1G28270
Bo5g054730	LF	AT1G28290
Bo5g055730	LF	AT1G28300
Bo5g055750	LF	AT1G28310
Bo5g055770	LF	AT1G28320
Bo5g055780	LF	AT1G28330
Bo5g055800	LF	AT1G28340
Bo5g055890	LF	AT1G28380
Bo5g055910	LF	AT1G28395
Bo5g055940	LF	AT1G28400
Bo5g055960	LF	AT1G28410
Bo5g055970	LF	AT1G28420
Bo5g055980	LF	AT1G28440
Bo5g055990	LF	AT1G28470
Bo5g057050	LF	AT1G28520
Bo5g057060	LF	AT1G28550
Bo5g057110	LF	AT1G28570
Bo5g057190	LF	AT1G28680
Bo5g057210	LF	AT1G28815
Bo5g057220	LF	AT1G29010
Bo5g057230	LF	AT1G29020
Bo5g057310	LF	AT1G29030
Bo5g058430	LF	AT1G29140
Bo5g058440	LF	AT1G29150
Bo5g058450	LF	AT1G29160
Bo5g058530	LF	AT1G29200
Bo5g058520	LF	AT1G29220
Bo5g058510	LF	AT1G29250
Bo5g058500	LF	AT1G29260
Bo5g058590	LF	AT1G29280
Bo5g058620	LF	AT1G29290
Bo5g058640	LF	AT1G29300
Bo5g058660	LF	AT1G29310
Bo5g058670	LF	AT1G29330
Bo5g058690	LF	AT1G29350
Bo5g059700	LF	AT1G29390
Bo5g059710	LF	AT1G29400
Bo5g059730	LF	AT1G29420
Bo5g059770	LF	AT1G29470
Bo5g059760	LF	AT1G29480
Bo5g059790	LF	AT1G29490
Bo5g059800	LF	AT1G29520
Bo5g059810	LF	AT1G29530
Bo5g059830	LF	AT1G29550
Bo5g060890	LF	AT1G29560
Bo5g060920	LF	AT1G29640
Bo5g060930	LF	AT1G29680
Bo5g060980	LF	AT1G29760
Bo5g060990	LF	AT1G29770
Bo5g061010	LF	AT1G29790
Bo5g061020	LF	AT1G29800
Bo5g061050	LF	AT1G29860
Bo5g061060	LF	AT1G29870
Bo5g061100	LF	AT1G29900
Bo5g061110	LF	AT1G29910
Bo5g061120	LF	AT1G29962
Bo5g061130	LF	AT1G29965
Bo5g061140	LF	AT1G29980
Bo5g061150	LF	AT1G29990
Bo5g061160	LF	AT1G30000
Bo5g062180	LF	AT1G30010
Bo5g062250	LF	AT1G30040
Bo5g062280	LF	AT1G30050
Bo5g062290	LF	AT1G30070
Bo5g062310	LF	AT1G30080
Bo5g062340	LF	AT1G30090
Bo5g062360	LF	AT1G30100
Bo5g062410	LF	AT1G30110
Bo5g062420	LF	AT1G30120
Bo5g062450	LF	AT1G30135
Bo5g062550	LF	AT1G30190
Bo5g062570	LF	AT1G30200
Bo5g062580	LF	AT1G30210
Bo5g062600	LF	AT1G30230
Bo5g062620	LF	AT1G30240
Bo5g062640	LF	AT1G30260
Bo5g062670	LF	AT1G30270
Bo5g062690	LF	AT1G30280
Bo5g062700	LF	AT1G30290
Bo5g062750	LF	AT1G30290
Bo5g062760	LF	AT1G30300
Bo5g062780	LF	AT1G30320
Bo5g062810	LF	AT1G30330
Bo5g062880	LF	AT1G30360
Bo5g062890	LF	AT1G30370
Bo5g062900	LF	AT1G30380
Bo5g062910	LF	AT1G30400
Bo5g063030	LF	AT1G30480
Bo5g063040	LF	AT1G30480
Bo5g063050	LF	AT1G30490
Bo5g063060	LF	AT1G30500
Bo5g063070	LF	AT1G30510
Bo5g063080	LF	AT1G30515
Bo5g063110	LF	AT1G30520
Bo5g063130	LF	AT1G30540
Bo5g063190	LF	AT1G30570
Bo5g063200	LF	AT1G30580
Bo5g063210	LF	AT1G30600
Bo5g063220	LF	AT1G30610
Bo5g063240	LF	AT1G30620
Bo5g063250	LF	AT1G30630
Bo5g063260	LF	AT1G30640
Bo5g063280	LF	AT1G30650
Bo5g064290	LF	AT1G30660
Bo5g064300	LF	AT1G30690
Bo5g064390	LF	AT1G30780
Bo5g064420	LF	AT1G30820
Bo5g064450	LF	AT1G30825
Bo5g064480	LF	AT1G30840
Bo5g064490	LF	AT1G30845
Bo5g065550	LF	AT1G30850
Bo5g065560	LF	AT1G30860
Bo5g065570	LF	AT1G30870
Bo5g065580	LF	AT1G30880
Bo5g065590	LF	AT1G30900
Bo5g065600	LF	AT1G30960
Bo5g065610	LF	AT1G30970
Bo5g065630	LF	AT1G31010
Bo5g065640	LF	AT1G31020
Bo5g065650	LF	AT1G31040
Bo5g065680	LF	AT1G31050
Bo5g065690	LF	AT1G31050
Bo5g065700	LF	AT1G31070
Bo5g065730	LF	AT1G31130
Bo5g065750	LF	AT1G31140
Bo5g065780	LF	AT1G31190
Bo5g065790	LF	AT1G31200
Bo5g065810	LF	AT1G31220
Bo5g065830	LF	AT1G31230
Bo5g065840	LF	AT1G31240
Bo5g065860	LF	AT1G31260
Bo5g065870	LF	AT1G31280
Bo5g065880	LF	AT1G31300
Bo5g065920	LF	AT1G31310
Bo5g065930	LF	AT1G31330
Bo5g065950	LF	AT1G31335
Bo5g066960	LF	AT1G31350
Bo5g067010	LF	AT1G31430
Bo5g067020	LF	AT1G31450
Bo5g067050	LF	AT1G31480
Bo5g067060	LF	AT1G31500
Bo5g068110	LF	AT1G31730
Bo5g068120	LF	AT1G31740
Bo5g068130	LF	AT1G31760
Bo5g068150	LF	AT1G31770
Bo5g068160	LF	AT1G31780
Bo5g068180	LF	AT1G31810
Bo5g068200	LF	AT1G31812
Bo5g068210	LF	AT1G31814
Bo5g068220	LF	AT1G31817
Bo5g068230	LF	AT1G31820
Bo5g048310	LF	AT1G31850
Bo5g048320	LF	AT1G31860
Bo5g048330	LF	AT1G31860
Bo5g048360	LF	AT1G31930
Bo5g048390	LF	AT1G31940
Bo5g048400	LF	AT1G31970
Bo5g048410	LF	AT1G32030
Bo5g048540	LF	AT1G32060
Bo5g048560	LF	AT1G32100
Bo5g048620	LF	AT1G32120
Bo5g048630	LF	AT1G32120
Bo5g048640	LF	AT1G32130
Bo5g048660	LF	AT1G32150
Bo5g048750	LF	AT1G32190
Bo5g048790	LF	AT1G32200
Bo5g048800	LF	AT1G32210
Bo5g048810	LF	AT1G32220
Bo5g048840	LF	AT1G32230
Bo5g048880	LF	AT1G32240
Bo5g088380	LF	AT1G32250
Bo5g048920	LF	AT1G32260
Bo5g048930	LF	AT1G32270
Bo5g088350	LF	AT1G32310
Bo5g048940	LF	AT1G32320
Bo5g048950	LF	AT1G32330
Bo5g048980	LF	AT1G32360
Bo5g048990	LF	AT1G32361
Bo5g049010	LF	AT1G32370
Bo5g049130	LF	AT1G32375
Bo5g049020	LF	AT1G32380
Bo5g049040	LF	AT1G32400
Bo5g049060	LF	AT1G32410
Bo5g049070	LF	AT1G32415
Bo5g048490	LF	AT1G32430
Bo5g048480	LF	AT1G32430
Bo5g049080	LF	AT1G32450
Bo5g049100	LF	AT1G32470
Bo5g049140	LF	AT1G32520
Bo5g049150	LF	AT1G32530
Bo5g049180	LF	AT1G32540
Bo5g049220	LF	AT1G32560
Bo5g049240	LF	AT1G32700
Bo5g049290	LF	AT1G32730
Bo5g049310	LF	AT1G32740
Bo5g049330	LF	AT1G32760
Bo5g049360	LF	AT1G32770
Bo5g049370	LF	AT1G32780
Bo5g049380	LF	AT1G32790
Bo5g049420	LF	AT1G32850
Bo5g049430	LF	AT1G32860
Bo5g049460	LF	AT1G32930
Bo5g049470	LF	AT1G32940
Bo5g049540	LF	AT1G32990
Bo6g077370	LF	AT1G33230
Bo6g077400	LF	AT1G33240
Bo6g077440	LF	AT1G33250
Bo6g077460	LF	AT1G33260
Bo6g077470	LF	AT1G33265
Bo6g077480	LF	AT1G33270
Bo6g077540	LF	AT1G33290
Bo6g078830	LF	AT1G33330
Bo6g078820	LF	AT1G33340
Bo6g078780	LF	AT1G33350
Bo6g078770	LF	AT1G33360
Bo6g078840	LF	AT1G33440
Bo6g078880	LF	AT1G33475
Bo6g078890	LF	AT1G33480
Bo6g078900	LF	AT1G33490
Bo6g078910	LF	AT1G33590
Bo6g078930	LF	AT1G33680
Bo6g078940	LF	AT1G33700
Bo6g079980	LF	AT1G33760
Bo6g080040	LF	AT1G33770
Bo6g080050	LF	AT1G33780
Bo6g080060	LF	AT1G33800
Bo6g080110	LF	AT1G33810
Bo6g080120	LF	AT1G33950
Bo6g080160	LF	AT1G33980
Bo6g080170	LF	AT1G33990
Bo6g080190	LF	AT1G34020
Bo6g080200	LF	AT1G34030
Bo6g080290	LF	AT1G34065
Bo6g080320	LF	AT1G34130
Bo6g082440	LF	AT1G34180
Bo6g082460	LF	AT1G34200
Bo6g082480	LF	AT1G34220
Bo6g082520	LF	AT1G34245
Bo6g082540	LF	AT1G34260
Bo6g082550	LF	AT1G34270
Bo6g082580	LF	AT1G34300
Bo6g082590	LF	AT1G34320
Bo6g082600	LF	AT1G34340
Bo6g082620	LF	AT1G34350
Bo6g082630	LF	AT1G34355
Bo6g082670	LF	AT1G34370
Bo6g082680	LF	AT1G34380
Bo6g082690	LF	AT1G34420
Bo6g082700	LF	AT1G34430
Bo6g082710	LF	AT1G34550
Bo6g082730	LF	AT1G34550
Bo6g082740	LF	AT1G34630
Bo6g082760	LF	AT1G34670
Bo6g082790	LF	AT1G34750
Bo6g082820	LF	AT1G34790
Bo6g083080	LF	AT1G35330
Bo6g083120	LF	AT1G35340
Bo6g082470	LF	AT1G35730
Bo6g125830	LF	AT1G43620
Bo6g125820	LF	AT1G43690
Bo6g125730	LF	AT1G43850
Bo6g125720	LF	AT1G43860
Bo6g124720	LF	AT1G43860
Bo6g124700	LF	AT1G43890
Bo6g124690	LF	AT1G43910
Bo6g124660	LF	AT1G43980
Bo6g124650	LF	AT1G44000
Bo6g123630	LF	AT1G44100
Bo6g123590	LF	AT1G44130
Bo6g123560	LF	AT1G44160
Bo6g123520	LF	AT1G44318
Bo6g123500	LF	AT1G44350
Bo6g123450	LF	AT1G44414
Bo6g123430	LF	AT1G44446
Bo6g123420	LF	AT1G44575
Bo6g123360	LF	AT1G44608
Bo6g123340	LF	AT1G44750
Bo6g123330	LF	AT1G44760
Bo6g123310	LF	AT1G44770
Bo6g123300	LF	AT1G44780
Bo6g123290	LF	AT1G44790
Bo6g123220	LF	AT1G44820
Bo6g122210	LF	AT1G44830
