gene	cabbage1	cabbage2	kale1	kale2	kale3	TO10001	TO10002	TO10003
Bo1g007600	Bo1g007600	35	120	120	77	72	169	173	167
Bo1g007610	Bo1g007610	146	417	258	256	163	283	404	369
Bo1g007620	Bo1g007620	3	9	4	3	9	12	54	41
Bo1g007630	Bo1g007630	0	0	0	0	2	1	7	3
Bo1g007640	Bo1g007640	9	47	41	25	12	18	24	29
Bo1g007650	Bo1g007650	125	370	1123	775	586	85	65	82
Bo1g007660	Bo1g007660	144	335	498	389	310	536	567	519
Bo1g007670	Bo1g007670	47	124	144	111	102	146	120	89
Bo1g007680	Bo1g007680	79	169	156	148	98	221	156	145
Bo1g007690	Bo1g007690	12	66	38	17	20	13	13	17
Bo1g007700	Bo1g007700	215	507	962	434	418	301	413	383
Bo1g007710	Bo1g007710	1	17	50	15	9	17	13	12
Bo1g007720	Bo1g007720	2	2	2	0	1	2	7	5
Bo1g007730	Bo1g007730	87	256	122	107	108	102	162	113
Bo1g007740	Bo1g007740	8	16	37	27	23	58	58	42
Bo1g007750	Bo1g007750	56	137	209	158	94	276	280	278
Bo1g007760	Bo1g007760	36	41	58	34	57	82	125	143
Bo1g007770	Bo1g007770	645	1818	1383	1620	987	1350	1991	1548
Bo1g007780	Bo1g007780	1	0	0	0	2	3	16	9
Bo1g007790	Bo1g007790	0	0	0	0	1	0	1	0
Bo1g007800	Bo1g007800	0	0	1	0	2	0	0	0
Bo1g007810	Bo1g007810	2	4	3	5	17	0	12	6
Bo1g007820	Bo1g007820	16	29	31	23	9	12	12	3
Bo1g007830	Bo1g007830	2860	7745	7432	9548	4705	5234	4795	4426
Bo1g007840	Bo1g007840	89	231	225	112	76	49	71	64
Bo1g007850	Bo1g007850	1	4	38	16	23	0	0	0
Bo1g007860	Bo1g007860	37	110	105	53	43	45	62	44
Bo1g007870	Bo1g007870	55	129	149	105	86	190	208	173
Bo1g007880	Bo1g007880	65	236	141	123	84	182	148	117
Bo1g007900	Bo1g007900	0	0	0	0	3	0	2	0
Bo1g007910	Bo1g007910	6	3	7	2	8	9	7	2
Bo1g007920	Bo1g007920	165	370	485	337	195	397	404	404
Bo1g007930	Bo1g007930	10	27	171	189	95	60	108	104
Bo1g007940	Bo1g007940	14	17	120	43	107	32	22	29
Bo1g007950	Bo1g007950	135	383	405	216	234	133	176	135
Bo1g007960	Bo1g007960	74	125	181	111	117	223	199	208
Bo1g007970	Bo1g007970	209	439	481	361	305	411	646	579
Bo1g007980	Bo1g007980	27	63	49	38	25	42	52	63
Bo1g007990	Bo1g007990	2	22	37	36	25	26	28	45
Bo1g008000	Bo1g008000	0	0	0	0	1	2	0	0
Bo1g008020	Bo1g008020	140	331	201	147	89	116	155	117
Bo1g008030	Bo1g008030	376	889	639	507	328	674	795	619
Bo1g008040	Bo1g008040	32	79	224	173	165	185	251	214
Bo1g008050	Bo1g008050	51	88	146	160	99	242	221	280
Bo1g008060	Bo1g008060	425	897	1134	681	448	957	1335	1252
Bo1g008070	Bo1g008070	19	56	65	104	72	58	39	43
Bo1g008080	Bo1g008080	62	130	224	139	111	208	194	190
Bo1g008090	Bo1g008090	18	70	56	24	17	49	78	81
Bo1g008100	Bo1g008100	155	308	274	214	194	225	243	179
Bo1g008110	Bo1g008110	381	730	717	522	333	634	683	737
Bo1g008120	Bo1g008120	0	0	3	1	1	1	2	3
Bo1g008130	Bo1g008130	90	199	245	167	107	123	206	190
Bo1g008140	Bo1g008140	0	0	0	0	3	1	2	0
Bo1g008150	Bo1g008150	0	9	15	16	17	11	58	35
Bo1g008160	Bo1g008160	45	119	167	147	128	190	206	203
Bo1g008170	Bo1g008170	9	29	20	7	7	7	11	10
Bo1g008180	Bo1g008180	27	60	90	71	37	8	21	29
Bo1g008190	Bo1g008190	69	222	152	118	61	191	216	225
Bo1g008200	Bo1g008200	0	0	0	0	1	4	7	3
Bo1g008210	Bo1g008210	91	136	132	85	118	365	353	358
Bo1g008220	Bo1g008220	56	137	86	64	36	60	77	57
Bo1g008230	Bo1g008230	5	12	10	16	7	17	10	20
Bo1g008240	Bo1g008240	60	160	107	71	86	155	142	120
Bo1g008250	Bo1g008250	2	3	2	0	2	12	14	16
Bo1g008260	Bo1g008260	0	0	20	2	8	157	100	81
Bo1g008270	Bo1g008270	0	0	0	0	0	3	3	0
Bo1g008280	Bo1g008280	96	382	286	250	159	379	372	329
Bo1g008290	Bo1g008290	469	863	804	600	353	657	850	689
Bo1g008300	Bo1g008300	33	78	172	118	136	251	191	171
Bo1g008310	Bo1g008310	37	128	256	222	173	184	174	180
Bo1g008320	Bo1g008320	42	65	100	81	87	91	115	81
Bo1g008330	Bo1g008330	56	128	61	60	35	69	72	70
Bo1g008340	Bo1g008340	6	4	7	10	11	26	41	32
Bo1g008350	Bo1g008350	32	87	41	19	22	43	39	46
Bo1g008360	Bo1g008360	42	178	252	111	161	85	82	79
Bo1g008370	Bo1g008370	0	0	0	0	0	2	3	1
Bo1g008380	Bo1g008380	0	0	0	0	0	0	1	1
Bo1g008410	Bo1g008410	119	186	176	104	82	208	257	265
Bo1g008420	Bo1g008420	35	65	58	39	25	57	63	58
Bo1g008430	Bo1g008430	1	6	0	0	4	21	15	27
Bo1g008440	Bo1g008440	9	14	1	2	3	3	3	4
Bo1g008450	Bo1g008450	258	654	891	769	543	724	789	737
Bo1g008460	Bo1g008460	211	596	499	353	225	569	624	571
Bo1g008470	Bo1g008470	100	271	222	175	133	214	274	241
Bo1g008480	Bo1g008480	0	0	5	4	6	0	6	1
Bo1g008490	Bo1g008490	123	418	267	157	118	56	129	100
Bo1g008500	Bo1g008500	159	246	551	520	315	475	539	524
Bo1g008510	Bo1g008510	1	1	0	0	1	1	0	3
Bo1g008520	Bo1g008520	3555	6929	16930	8271	7696	11438	12706	12509
Bo1g008530	Bo1g008530	40	68	174	95	81	66	98	73
Bo1g008540	Bo1g008540	0	0	0	0	3	3	8	5
Bo1g008560	Bo1g008560	27	140	79	70	53	150	102	75
Bo1g008570	Bo1g008570	217	468	2	3	3	295	548	356
Bo1g008580	Bo1g008580	5	11	29	20	15	3	6	3
Bo1g008590	Bo1g008590	0	0	0	0	0	0	1	2
Bo1g008620	Bo1g008620	123	346	674	428	334	114	204	169
Bo1g008630	Bo1g008630	5	8	20	20	15	38	52	57
Bo1g008640	Bo1g008640	79	184	296	151	151	448	486	479
Bo1g008650	Bo1g008650	192	307	189	139	82	308	380	321
Bo1g008660	Bo1g008660	0	0	29	10	10	2	1	1
Bo1g008670	Bo1g008670	507	1305	159	103	80	1122	1523	1191
Bo1g008680	Bo1g008680	0	1	1	0	0	5	10	9
Bo1g008690	Bo1g008690	0	0	0	0	0	4	3	3
Bo1g008700	Bo1g008700	0	1	0	0	1	1	0	0
Bo1g008710	Bo1g008710	25	127	1	0	1	536	729	633
Bo1g008720	Bo1g008720	51	126	79	37	39	67	87	96
Bo1g008730	Bo1g008730	2	1	2	0	4	6	4	5
Bo1g008740	Bo1g008740	322	1129	301	249	178	389	586	497
Bo1g008750	Bo1g008750	1	1	3	0	5	0	1	0
Bo1g008760	Bo1g008760	17	73	38	21	20	486	854	753
Bo1g008770	Bo1g008770	764	1708	271	212	149	695	920	737
Bo1g008780	Bo1g008780	1	4	1	1	4	5	7	12
Bo1g008790	Bo1g008790	730	1561	6	1	0	495	781	645
Bo1g008800	Bo1g008800	515	1225	8	1	0	443	622	531
Bo1g008810	Bo1g008810	0	0	0	0	0	0	1	1
Bo1g008820	Bo1g008820	47	100	0	0	0	38	56	43
Bo1g009820	Bo1g009820	3012	5957	28	6	0	2904	4037	3427
Bo1g009840	Bo1g009840	15	38	0	1	0	10	9	14
Bo1g009850	Bo1g009850	15	29	32	56	35	53	56	62
Bo1g009860	Bo1g009860	21	58	14	7	4	15	32	30
Bo1g009870	Bo1g009870	0	0	1	0	0	1	1	1
Bo1g009880	Bo1g009880	102	197	475	307	221	480	463	420
Bo1g009890	Bo1g009890	26	93	66	73	54	104	155	144
Bo1g009900	Bo1g009900	95	211	88	74	40	189	183	197
Bo1g009910	Bo1g009910	16	58	107	76	96	121	105	97
Bo1g009920	Bo1g009920	0	1	2	2	5	5	14	7
Bo1g009930	Bo1g009930	0	0	0	0	1	3	3	2
Bo1g009960	Bo1g009960	30	47	12	6	6	0	2	0
Bo1g009970	Bo1g009970	71	216	3	6	2	1	4	3
Bo1g009980	Bo1g009980	59	95	0	1	1	14	21	15
Bo1g009990	Bo1g009990	66	334	159	63	70	125	178	140
Bo1g010000	Bo1g010000	36	93	116	119	71	61	74	55
Bo1g010010	Bo1g010010	4	19	46	23	17	12	7	11
Bo1g010020	Bo1g010020	61	196	297	243	179	413	446	406
Bo1g010030	Bo1g010030	2	5	0	0	1	0	2	1
Bo1g010040	Bo1g010040	6	9	28	41	27	80	64	54
Bo1g010050	Bo1g010050	59	115	106	87	130	574	656	628
Bo1g010080	Bo1g010080	0	0	0	0	1	0	0	3
Bo1g010090	Bo1g010090	38	79	119	92	61	272	300	270
Bo1g010100	Bo1g010100	78	169	104	101	60	121	137	143
Bo1g010110	Bo1g010110	9	27	2	0	0	42	52	43
Bo1g010120	Bo1g010120	0	0	0	1	6	3	8	6
Bo1g010150	Bo1g010150	1	5	5	2	4	0	1	0
Bo1g010160	Bo1g010160	103	292	244	138	103	288	274	284
Bo1g010170	Bo1g010170	0	3	0	0	3	3	1	6
Bo1g010180	Bo1g010180	87	233	419	321	254	466	479	407
Bo1g010190	Bo1g010190	0	0	1	0	0	2	3	0
Bo1g010200	Bo1g010200	41	121	195	125	142	257	312	241
Bo1g010210	Bo1g010210	0	0	0	0	3	0	4	0
Bo1g010220	Bo1g010220	132	289	358	184	109	308	411	374
Bo1g010230	Bo1g010230	116	236	139	101	53	251	329	249
Bo1g010240	Bo1g010240	73	152	405	183	203	144	187	165
Bo1g010250	Bo1g010250	276	434	557	274	257	690	730	682
Bo1g010260	Bo1g010260	104	264	340	259	143	238	325	291
Bo1g010270	Bo1g010270	7	13	19	28	16	20	20	18
Bo1g010280	Bo1g010280	40	101	84	67	29	156	153	118
Bo1g010290	Bo1g010290	89	307	488	412	292	542	489	410
Bo1g010300	Bo1g010300	0	4	1	2	2	2	7	1
Bo1g010310	Bo1g010310	10	15	20	18	12	25	23	14
Bo1g010320	Bo1g010320	7	9	2	0	0	0	1	0
Bo1g010330	Bo1g010330	0	0	0	0	0	1	3	3
Bo1g010340	Bo1g010340	320	623	493	410	241	750	1023	956
Bo1g010350	Bo1g010350	149	321	287	292	193	418	460	385
Bo1g010360	Bo1g010360	0	5	0	7	14	11	21	34
Bo1g010370	Bo1g010370	0	0	1	2	5	0	5	5
Bo1g010380	Bo1g010380	163	309	346	231	168	438	645	552
Bo1g010390	Bo1g010390	117	255	146	218	158	289	395	379
Bo1g010400	Bo1g010400	3	17	12	9	7	33	24	25
Bo1g010410	Bo1g010410	16	47	65	31	30	71	86	71
Bo1g010420	Bo1g010420	0	0	0	0	2	0	0	2
Bo1g010430	Bo1g010430	0	4	7	8	14	24	35	34
Bo1g010440	Bo1g010440	42	109	133	108	66	171	255	228
Bo1g010450	Bo1g010450	178	543	1151	952	776	836	1003	938
Bo1g010460	Bo1g010460	0	0	5	0	1	0	1	2
Bo1g010480	Bo1g010480	49	101	139	78	48	126	152	172
Bo1g010490	Bo1g010490	213	402	914	493	306	606	805	659
Bo1g010500	Bo1g010500	0	1	0	0	2	0	2	0
Bo1g010510	Bo1g010510	50	109	157	94	88	158	153	155
Bo1g010520	Bo1g010520	14	30	51	41	48	60	97	102
Bo1g010530	Bo1g010530	149	377	331	248	162	397	462	396
Bo1g010540	Bo1g010540	3	11	12	10	9	25	19	26
Bo1g010550	Bo1g010550	63	181	159	114	67	109	119	114
Bo1g010560	Bo1g010560	4	12	4	0	0	20	34	28
Bo1g010570	Bo1g010570	254	536	738	742	511	927	1027	1085
Bo1g010580	Bo1g010580	29	42	95	60	74	98	67	52
Bo1g010590	Bo1g010590	0	0	0	0	3	0	1	2
Bo1g010600	Bo1g010600	16	58	78	56	35	37	62	46
Bo1g010610	Bo1g010610	77	185	294	176	115	447	514	465
Bo1g010620	Bo1g010620	656	705	921	616	1720	4652	5031	6595
Bo1g010630	Bo1g010630	45	121	346	239	200	561	537	525
Bo1g010640	Bo1g010640	58	124	156	156	136	152	155	135
Bo1g010650	Bo1g010650	0	0	0	1	1	1	2	5
Bo1g010660	Bo1g010660	53	103	204	119	80	51	80	72
Bo1g010670	Bo1g010670	225	509	657	394	243	559	809	738
Bo1g010680	Bo1g010680	50	94	131	87	50	122	109	113
Bo1g010720	Bo1g010720	29	78	89	100	74	149	130	132
Bo1g010730	Bo1g010730	132	405	592	333	272	474	462	502
Bo1g010740	Bo1g010740	36	135	121	110	62	117	133	100
Bo1g010750	Bo1g010750	49	69	118	50	91	103	169	147
Bo1g010760	Bo1g010760	105	274	240	120	88	135	200	175
Bo1g010770	Bo1g010770	266	512	1043	564	408	339	416	402
Bo1g010780	Bo1g010780	0	0	0	0	0	0	3	0
Bo1g010790	Bo1g010790	518	969	1086	1007	691	1235	1526	1429
Bo1g010800	Bo1g010800	620	1897	269	226	157	1691	2946	2067
Bo1g010810	Bo1g010810	0	5	3	3	8	8	6	5
Bo1g010830	Bo1g010830	14	43	56	25	19	81	60	59
Bo1g010840	Bo1g010840	0	1	0	0	4	2	2	0
Bo1g010850	Bo1g010850	0	1	0	0	1	0	4	5
Bo1g010860	Bo1g010860	31	54	99	36	52	94	163	165
Bo1g010870	Bo1g010870	73	98	206	179	117	225	237	253
Bo1g010880	Bo1g010880	8	20	7	3	4	0	0	1
Bo1g010890	Bo1g010890	24	31	105	73	90	197	143	153
Bo1g010900	Bo1g010900	259	644	285	384	130	472	769	648
Bo1g010910	Bo1g010910	0	0	0	1	2	3	3	10
Bo1g010930	Bo1g010930	36	118	62	95	57	135	132	149
Bo1g010940	Bo1g010940	2	14	1	0	0	0	0	0
Bo1g010960	Bo1g010960	3	4	15	16	10	7	20	28
Bo1g010980	Bo1g010980	76	148	152	118	72	166	213	190
Bo1g010990	Bo1g010990	50	140	398	239	191	453	473	404
Bo1g011000	Bo1g011000	107	226	113	67	39	154	178	142
Bo1g011010	Bo1g011010	219	423	529	374	217	480	673	655
Bo1g011020	Bo1g011020	10	13	27	4	15	18	25	19
Bo1g011030	Bo1g011030	0	0	0	1	0	1	4	2
Bo1g011040	Bo1g011040	372	980	1183	636	369	772	1036	905
Bo1g011050	Bo1g011050	1	1	0	0	0	127	181	135
Bo1g011060	Bo1g011060	916	1824	1109	1193	442	1676	2421	1987
Bo1g011070	Bo1g011070	4	51	42	34	29	53	63	42
Bo1g011080	Bo1g011080	0	4	0	1	1	0	8	5
Bo1g011090	Bo1g011090	0	0	19	12	19	2	1	1
Bo1g011100	Bo1g011100	2	5	2	1	3	13	25	33
Bo1g011120	Bo1g011120	0	1	1	0	3	0	2	2
Bo1g011130	Bo1g011130	0	1	7	7	4	3	20	15
Bo1g011140	Bo1g011140	3	3	4	1	1	79	60	47
Bo1g011150	Bo1g011150	1	3	1	0	4	5	24	19
Bo1g011160	Bo1g011160	0	0	0	0	0	0	4	0
Bo1g011170	Bo1g011170	63	190	284	345	180	316	315	311
Bo1g011180	Bo1g011180	16	44	149	92	104	104	91	89
Bo1g011190	Bo1g011190	32	109	58	43	49	54	70	45
Bo1g011200	Bo1g011200	83	141	110	79	48	101	143	122
Bo1g011210	Bo1g011210	13	46	65	49	36	100	87	80
Bo1g011220	Bo1g011220	0	1	1	0	1	3	2	0
Bo1g011230	Bo1g011230	0	0	0	0	0	1	1	0
Bo1g011270	Bo1g011270	0	1	0	0	0	1	0	3
Bo1g011280	Bo1g011280	197	501	477	425	271	133	111	92
Bo1g011290	Bo1g011290	166	350	219	187	84	291	379	312
Bo1g011300	Bo1g011300	0	0	0	0	0	0	0	5
Bo1g011310	Bo1g011310	0	0	31	46	23	0	3	6
Bo1g011320	Bo1g011320	9	24	50	34	30	56	53	33
Bo1g011330	Bo1g011330	73	174	165	168	100	213	266	270
Bo1g011340	Bo1g011340	195	592	612	387	257	404	584	561
Bo1g011350	Bo1g011350	44	80	159	65	51	92	114	110
Bo1g011360	Bo1g011360	60	142	382	278	231	275	247	265
Bo1g011370	Bo1g011370	0	0	2	0	1	0	0	0
Bo1g011380	Bo1g011380	140	234	192	152	77	404	555	457
Bo1g011390	Bo1g011390	152	432	284	236	162	373	371	296
Bo1g011400	Bo1g011400	0	0	0	0	1	0	3	2
Bo1g011410	Bo1g011410	162	479	409	342	173	289	305	377
Bo1g011420	Bo1g011420	0	0	0	4	3	3	2	2
Bo1g011430	Bo1g011430	0	3	2	3	1	1	10	7
Bo1g011440	Bo1g011440	0	4	1	0	1	0	0	0
Bo1g011450	Bo1g011450	583	1177	677	591	282	731	1211	1074
Bo1g011460	Bo1g011460	83	356	201	100	41	278	341	263
Bo1g011470	Bo1g011470	0	0	1	0	0	5	6	1
Bo1g011480	Bo1g011480	0	0	0	0	0	1	1	0
Bo1g011510	Bo1g011510	15	53	58	37	32	56	74	75
Bo1g011520	Bo1g011520	21	28	80	90	83	202	147	142
Bo1g011530	Bo1g011530	82	214	197	244	133	196	257	255
Bo1g011540	Bo1g011540	232	646	597	578	303	495	693	628
Bo1g011550	Bo1g011550	151	312	275	199	122	272	349	367
Bo1g011560	Bo1g011560	37	108	94	72	55	61	105	90
Bo1g011570	Bo1g011570	62	132	91	65	48	51	106	113
Bo1g011580	Bo1g011580	7	6	9	15	3	0	6	11
Bo1g011590	Bo1g011590	0	0	0	0	1	0	1	4
Bo1g011600	Bo1g011600	0	0	0	0	0	0	6	2
Bo1g011610	Bo1g011610	0	0	0	0	0	0	4	0
Bo1g011630	Bo1g011630	0	0	0	0	1	0	1	0
Bo1g011640	Bo1g011640	0	5	0	1	2	4	14	11
Bo1g011650	Bo1g011650	0	0	3	0	2	3	3	4
Bo1g011660	Bo1g011660	13	23	34	17	19	65	90	75
Bo1g011670	Bo1g011670	127	363	455	337	273	604	500	507
Bo1g011680	Bo1g011680	9	30	25	8	11	13	24	13
Bo1g011690	Bo1g011690	2	9	26	8	10	18	11	6
Bo1g011700	Bo1g011700	222	435	260	218	103	392	554	418
Bo1g011710	Bo1g011710	0	10	21	5	13	35	27	26
Bo1g011720	Bo1g011720	1	2	0	0	0	3	1	1
Bo1g011730	Bo1g011730	124	265	268	226	129	196	201	177
Bo1g011740	Bo1g011740	19	85	87	30	24	50	66	57
Bo1g011750	Bo1g011750	915	2164	3828	1841	2001	2217	2814	2852
Bo1g011760	Bo1g011760	0	0	0	0	1	0	1	2
Bo1g011770	Bo1g011770	122	398	559	467	336	431	527	444
Bo1g011780	Bo1g011780	0	0	4	1	1	1	0	0
Bo1g011790	Bo1g011790	38	107	88	61	30	105	107	109
Bo1g011800	Bo1g011800	522	1236	1569	1402	950	1316	1678	1670
Bo1g011810	Bo1g011810	35	94	81	90	47	163	168	162
Bo1g011820	Bo1g011820	35	107	42	31	18	11	26	19
Bo1g011830	Bo1g011830	5	5	1	2	2	10	9	15
Bo1g011840	Bo1g011840	0	0	24	33	17	2	4	2
Bo1g011860	Bo1g011860	1564	4202	1636	1656	816	2136	2810	2425
Bo1g011870	Bo1g011870	0	0	0	0	1	1	0	0
Bo1g011880	Bo1g011880	41	96	159	113	121	154	194	160
Bo1g011890	Bo1g011890	73	200	169	153	118	115	161	130
Bo1g011900	Bo1g011900	0	0	0	0	0	0	1	1
Bo1g011910	Bo1g011910	24	91	158	123	93	66	85	102
Bo1g011920	Bo1g011920	13	23	16	9	3	15	30	19
Bo1g011930	Bo1g011930	13	31	103	73	73	235	230	309
Bo1g011940	Bo1g011940	48	118	62	44	16	86	143	140
Bo1g011950	Bo1g011950	0	0	1	0	0	0	0	1
Bo1g011960	Bo1g011960	2	25	24	17	15	42	56	58
Bo1g011970	Bo1g011970	130	400	309	187	166	97	185	123
Bo1g011980	Bo1g011980	646	2196	1463	966	1077	822	1508	955
Bo1g011990	Bo1g011990	1	6	17	19	4	16	24	24
Bo1g012000	Bo1g012000	0	2	1	2	0	0	3	2
Bo1g012010	Bo1g012010	0	0	0	0	0	0	0	2
Bo1g012030	Bo1g012030	1	0	1	6	9	39	48	52
Bo1g012040	Bo1g012040	0	2	0	0	0	2	0	4
Bo1g012050	Bo1g012050	23	51	91	47	27	34	66	53
Bo1g012060	Bo1g012060	153	521	1002	582	375	574	579	511
Bo1g012070	Bo1g012070	983	2251	1458	1215	526	606	1044	849
Bo1g012080	Bo1g012080	1	0	3	3	19	32	88	100
Bo1g012090	Bo1g012090	0	0	0	2	2	2	0	0
Bo1g012100	Bo1g012100	0	1	2	4	3	1	0	1
Bo1g012110	Bo1g012110	0	0	0	0	2	0	0	0
Bo1g013110	Bo1g013110	0	0	0	0	0	5	6	8
Bo1g013120	Bo1g013120	5	13	4	1	17	7	13	18
Bo1g013130	Bo1g013130	28	75	63	44	38	27	97	61
Bo1g013140	Bo1g013140	44	93	108	58	98	325	276	361
Bo1g013150	Bo1g013150	1	0	1	0	0	0	2	1
Bo1g013160	Bo1g013160	0	0	4	0	0	0	0	0
Bo1g013170	Bo1g013170	0	0	0	0	0	13	18	17
Bo1g013180	Bo1g013180	50	89	131	126	65	77	97	79
Bo1g013190	Bo1g013190	39	103	204	150	88	94	88	94
Bo1g013210	Bo1g013210	0	0	0	0	0	0	2	0
Bo1g013220	Bo1g013220	0	0	0	0	0	0	0	3
Bo1g013230	Bo1g013230	0	0	1	1	8	2	4	3
Bo1g013240	Bo1g013240	19	48	32	20	13	22	34	45
Bo1g013250	Bo1g013250	37	100	153	122	93	135	125	127
Bo1g013260	Bo1g013260	37	55	117	113	80	120	115	119
Bo1g013270	Bo1g013270	1	0	4	5	8	1	5	7
Bo1g014280	Bo1g014280	172	304	417	378	229	608	515	571
Bo1g014290	Bo1g014290	0	1	0	1	0	0	8	8
Bo1g014300	Bo1g014300	0	0	0	0	0	3	2	2
Bo1g014310	Bo1g014310	41	102	10	25	24	14	4	3
Bo1g014320	Bo1g014320	2	17	0	2	1	15	4	1
Bo1g014340	Bo1g014340	6	12	33	29	27	26	7	6
Bo1g014350	Bo1g014350	26	54	58	27	35	159	187	226
Bo1g014360	Bo1g014360	7	8	2	10	7	14	22	22
Bo1g014370	Bo1g014370	0	0	1	5	4	0	6	5
Bo1g014380	Bo1g014380	72	147	98	66	46	170	145	132
Bo1g014390	Bo1g014390	26	46	26	19	7	36	48	44
Bo1g014400	Bo1g014400	30	25	384	230	185	34	55	45
Bo1g014420	Bo1g014420	60	154	245	204	131	160	159	147
Bo1g014430	Bo1g014430	0	0	0	0	0	0	0	3
Bo1g014440	Bo1g014440	708	1493	2392	1725	1435	2415	2295	2249
Bo1g014450	Bo1g014450	73	312	190	137	65	34	57	69
Bo1g014460	Bo1g014460	0	0	0	3	1	0	4	3
Bo1g014470	Bo1g014470	1	2	0	0	3	7	7	3
Bo1g014480	Bo1g014480	0	0	0	0	1	0	1	0
Bo1g014490	Bo1g014490	41	136	151	145	127	146	131	127
Bo1g014500	Bo1g014500	20	20	42	36	22	113	84	78
Bo1g014520	Bo1g014520	0	0	0	0	1	1	4	3
Bo1g014530	Bo1g014530	0	0	0	0	5	1	12	11
Bo1g014540	Bo1g014540	4	7	22	30	22	54	41	28
Bo1g014550	Bo1g014550	1	2	4	5	5	6	10	4
Bo1g014560	Bo1g014560	2	16	12	3	5	10	6	3
Bo1g014570	Bo1g014570	6	8	5	11	13	26	42	46
Bo1g014580	Bo1g014580	2	2	768	636	302	0	8	2
Bo1g014590	Bo1g014590	3	10	5	12	3	21	24	19
Bo1g014600	Bo1g014600	11	69	77	68	59	99	99	97
Bo1g014630	Bo1g014630	0	0	0	0	4	1	1	3
Bo1g014640	Bo1g014640	80	300	234	231	170	355	268	286
Bo1g014650	Bo1g014650	3	1	1	2	5	0	7	9
Bo1g014660	Bo1g014660	0	0	2	0	1	0	0	0
Bo1g014670	Bo1g014670	45	102	88	73	58	134	144	164
Bo1g014680	Bo1g014680	0	1	0	2	16	6	11	6
Bo1g014690	Bo1g014690	168	333	412	233	151	215	361	277
Bo1g014700	Bo1g014700	30	106	136	126	90	153	172	173
Bo1g014710	Bo1g014710	14	20	59	41	22	55	50	57
Bo1g014720	Bo1g014720	13	21	9	3	0	5	12	21
Bo1g014730	Bo1g014730	15	28	23	21	24	35	24	24
Bo1g014740	Bo1g014740	0	0	0	0	4	8	5	8
Bo1g014750	Bo1g014750	278	659	421	310	167	681	802	634
Bo1g014760	Bo1g014760	345	773	552	332	189	676	907	776
Bo1g014770	Bo1g014770	0	0	45	34	28	96	101	103
Bo1g014780	Bo1g014780	273	560	205	123	79	359	322	246
Bo1g014790	Bo1g014790	304	733	444	365	174	619	794	753
Bo1g014800	Bo1g014800	116	335	327	234	107	279	301	257
Bo1g014820	Bo1g014820	1	1	2	1	9	1	2	3
Bo1g014830	Bo1g014830	23	88	0	0	1	0	1	0
Bo1g014840	Bo1g014840	1	0	0	3	10	8	26	37
Bo1g014850	Bo1g014850	21	30	0	0	0	0	0	0
Bo1g014860	Bo1g014860	19	65	56	36	38	12	21	18
Bo1g014870	Bo1g014870	11	41	102	84	68	69	64	36
Bo1g014880	Bo1g014880	181	379	385	265	155	364	560	482
Bo1g014890	Bo1g014890	24	90	71	50	34	67	76	91
Bo1g014900	Bo1g014900	50	117	165	109	85	83	180	126
Bo1g014910	Bo1g014910	231	394	651	463	338	513	685	615
Bo1g014920	Bo1g014920	103	242	212	160	114	224	309	284
Bo1g014930	Bo1g014930	77	224	210	96	57	169	228	182
Bo1g014940	Bo1g014940	8	119	147	172	102	47	45	41
Bo1g014950	Bo1g014950	0	0	4	0	3	4	6	6
Bo1g014960	Bo1g014960	21	62	89	79	76	96	90	85
Bo1g014970	Bo1g014970	77	53	14	26	32	96	64	69
Bo1g014990	Bo1g014990	0	0	87	50	33	135	158	135
Bo1g015000	Bo1g015000	0	0	7	11	6	0	0	0
Bo1g015010	Bo1g015010	13	12	223	135	133	261	177	129
Bo1g015020	Bo1g015020	1	0	22	27	16	16	23	12
Bo1g016040	Bo1g016040	0	0	0	0	2	1	1	3
Bo1g016050	Bo1g016050	0	0	0	1	2	0	0	0
Bo1g016060	Bo1g016060	0	0	3	5	4	8	11	8
Bo1g016070	Bo1g016070	49	199	170	114	67	101	234	147
Bo1g016080	Bo1g016080	6	22	22	25	12	42	56	58
Bo1g016090	Bo1g016090	3	0	4	3	4	0	0	0
Bo1g016110	Bo1g016110	0	0	0	0	0	2	1	0
Bo1g016120	Bo1g016120	0	0	9	8	4	3	0	2
Bo1g016130	Bo1g016130	4452	13541	5302	4862	2202	5727	11619	9634
Bo1g016140	Bo1g016140	5	11	20	24	14	81	128	97
Bo1g016150	Bo1g016150	26	65	60	19	19	73	75	57
Bo1g016160	Bo1g016160	0	0	0	0	1	0	8	4
Bo1g016170	Bo1g016170	86	158	131	66	59	167	202	175
Bo1g016190	Bo1g016190	0	0	0	2	1	0	4	1
Bo1g016200	Bo1g016200	43	120	106	91	57	102	138	122
Bo1g016210	Bo1g016210	219	432	644	426	316	207	304	278
Bo1g016220	Bo1g016220	0	0	1	1	2	4	3	10
Bo1g016230	Bo1g016230	101	255	112	69	53	17	41	26
Bo1g016240	Bo1g016240	5	13	9	6	6	1	0	0
Bo1g016250	Bo1g016250	0	0	0	0	2	0	0	0
Bo1g016260	Bo1g016260	0	0	1	0	0	1	3	3
Bo1g016270	Bo1g016270	0	2	3	5	3	1	8	5
Bo1g016280	Bo1g016280	0	0	6	6	4	0	1	0
Bo1g016290	Bo1g016290	32	134	104	69	48	125	163	139
Bo1g016300	Bo1g016300	148	426	309	320	150	368	413	358
Bo1g016310	Bo1g016310	265	854	990	621	452	470	589	568
